Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2021,Honda,Civic Sport,Used,"$24,980",5,4324,Aegean Blue Metallic,Black,Front-wheel Drive,33,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F83MH521274,23C104B,28553,4.6,4.7,4.7,4.6,4.8,4.6,FL,Dealer
2021,Honda,Pilot Special Edition,Used,"$22,222",4.8,0,Black,–,Front-wheel Drive,23.5,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF5H26MB025786,7300,157636,4.9,4.8,4.8,4.7,4.7,4.8,FL,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470",4.8,43,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB017933,H6702,20,5,4.8,4.8,4.2,5,5,VA,Dealer
2021,Honda,Ridgeline Sport,Honda Certified,"$34,282",4.2,1389,Crystal Black Pearl,Black,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F17MB011512,CHJ220763A,21228,4.9,4.7,4.7,4.5,4.9,4.6,FL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470",5,24,Sonic Gray Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32NA068437,H4808,1388,5,5,5,5,5,5,NY,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420",4.8,24,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F77PB005136,H4837,3,5,4.8,4.8,4.2,5,5,NY,Dealer
2022,Honda,HR-V EX,Used,"$27,588",3.9,185,Modern Steel Metallic,Black,Front-wheel Drive,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H50NM743491,10194A,576,3.8,3.2,3.6,3.6,4.2,4.2,SC,Dealer
2019,Honda,Accord LX,Used,"$24,990",4.5,215,–,–,Front-wheel Drive,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F19KA050799,C3009A,35302,4.7,4.7,4.7,4.7,4.8,4.8,SC,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,915",4.7,2444,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F83PB005739,PB005739,5,5,4.8,4.8,4.2,5,5,FL,Dealer
2022,Honda,Passport Elite,Used,"$41,998",4.6,40,Obsidian Blue Pearl,Gray,All-wheel Drive,21.5,Gasoline,Automatic,V6 Cylinder Engine,5FNYF8H05NB006034,147780,6323,5,5,4.9,5,4.9,5,PA,Dealer
2018,Honda,Pilot EX-L,Used,"$27,599",5,29258,Modern Steel Metallic,Gray,All-wheel Drive,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H6XJB017792,O374698,49373,4.7,4.6,4.7,4.5,4.6,4.7,FL,Dealer
2010,Honda,CR-V EX,Used,"$10,900",4.7,611,Red,–,Front-wheel Drive,24.5,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRE3H53AC001575,5220608A,117096,4.5,4.6,4.4,4.7,4.5,4.8,VA,Dealer
2018,Honda,Civic LX-P,Used,"$24,988",4.2,119,Crystal Black Pearl,Black / Gray,Front-wheel Drive,34.5,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B00JH309049,YA09049,23214,4.7,4.7,4.8,4.8,4.9,4.8,MD,Dealer
2022,Honda,Passport TrailSport,Used,"$41,697",5,1103,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H60NB005779,N20870A,18185,5,5,4.9,5,4.9,5,VA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.4,878,Platinum,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H72PE003668,40003-15,10,5,5,5,4,4,5,VA,Dealer
2023,Honda,Odyssey Sport,New,"$43,160",5,2871,Platinum White,Black,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77PB035410,M3035410,–,5,5,4,4,4,5,MD,Dealer
2020,Honda,Passport Touring,Used,"$39,995",4.8,3,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H9XLB013590,11396ADS,24171,4.9,4.8,4.8,4.6,4.8,4.8,AK,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,470",2.9,27,Platinum White Pearl,Black,FWD,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F34NA124233,3124233,0,5,5,5,5,5,5,MD,Dealer
2023,Honda,Odyssey Touring,New,"$46,400",5,2068,Radiant Red,Beige,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H82PB034349,PB034349,7,5,5,4,4,4,5,MD,Dealer
2018,Honda,Civic EX,Used,"$18,900",4.8,4,Black,Black,Front-wheel Drive,35.5,Gasoline,continuously variable (cvt),4 Cylinder Engine,2HGFC2F75JH547829,547829,92988,4.7,4.7,4.8,4.8,4.9,4.8,MD,Dealer
2016,Honda,Civic EX-T,Used,"$13,350",5,2791,Crystal Black Pearl,Black,Front-wheel Drive,36.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F39GE202510,KZ202510,155097,4.6,4.6,4.6,4.6,4.8,4.6,MD,Dealer
2021,Honda,Passport Touring,Used,"$38,490",4.8,46,Lunar Silver Metallic,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H98MB036495,V019500A,4835,4.9,4.7,4.8,4.6,4.8,4.8,MD,Dealer
2017,Honda,Ridgeline RTL,Used,"$25,999",4.9,9467,Obsidian Blue Pearl,Gray,Front-wheel Drive,22.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK2F50HB008048,C376230,44785,4.8,4.7,4.7,4.4,4.7,4.7,FL,Dealer
2023,Honda,Ridgeline RTL,New,"$43,580",4.9,767,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,9-Speed,3.5L V6 24V GDI SOHC,5FPYK3F57PB019889,PB019889,5,5,4.8,4.8,4.2,5,5,NJ,Dealer
2021,Honda,Accord Sport SE,Used,"$27,794",4.2,90,Still Night Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F45MA035634,220651A,5243,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2023,Honda,Civic Sport,New,"$26,940",4.8,733,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,19XFL2H88PE002264,230063N,5,,,,,,,NY,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850",4.9,1559,Still Night Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H96PE004464,230174,3,5,3,4,4,5,5,CT,Dealer
2019,Honda,Pilot EX,Used,"$28,594",4.7,682,Black,Gray,All-wheel Drive,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39KB088795,CU3772,22662,4.8,4.7,4.7,4.6,4.7,4.8,CT,Dealer
2010,Honda,Accord Crosstour EX-L,Used,"$11,900",4.7,6,White,Tan,Four-wheel Drive,21,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5J6TF2H58AL004279,F2155,120416,4.7,4.6,4.7,4.6,4.6,4.8,MA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,300",4.9,879,Platinum White Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH804747,PH804747,1,5,3,4,4,5,5,CA,Dealer
2022,Honda,Pilot TrailSport,New,"$43,501",4.8,1780,Sonic Gray Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB091629,NB091629,3,5,5,5,5,5,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850",4.7,1108,Red,Black,All-wheel Drive,,Hybrid,–,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H98PH806317,422614,0,5,3,4,4,5,5,CA,Dealer
2022,Honda,Civic EX,Used,"$28,590",4,9532,White,Black,Front-wheel Drive,37.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F76NH319610,2001941637,5707,4.6,4.9,4.4,4.6,4.6,4.7,,
2019,Honda,Insight LX,Used,"$16,979",4.1,27,Black,Black,Front-wheel Drive,52,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F18KE014626,U9635,133972,4.6,4.8,4.5,4.7,4.8,4.8,CA,Dealer
2021,Honda,Odyssey EX-L,Honda Certified,"$37,663",4.6,114,Gray,Gray,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79MB043987,H115740A,23867,5,5,4.9,4.8,4.8,5,CA,Dealer
2016,Honda,Odyssey EX,Used,"$20,364",4.3,1063,Modern Steel Metallic,Gray,Front-wheel Drive,23.5,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H41GB145773,GB145773P,68199,4.8,4.6,4.7,4.6,4.7,4.8,CA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,981",4.7,1932,Platinum White Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA090313,NA090313,8,5,5,5,5,5,5,NV,Dealer
2022,Honda,Accord LX 1.5T,Used,"$27,488",4.7,2869,Silver,Black,Front-wheel Drive,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F15NA046821,TNA046821,14073,5,5,5,5,5,5,CA,Dealer
2018,Honda,Odyssey Elite,Used,"$29,220",4.6,133,Deep Scarlet Pearl,Beige,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H99JB068871,UD3249,65083,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer
2018,Honda,Ridgeline RTL,Used,"$26,777",4.8,22,White,Black,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F55JB008686,10610,96762,4.9,4.8,4.8,4.6,4.8,4.9,CA,Dealer
2022,Honda,Pilot Sport,Used,"$33,488",5,23,Gray,Black,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H33NB029059,30208XR,2000,5,5,5,5,5,5,CA,Dealer
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$26,889",4.7,75,Black,Black,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F11JC012118,B012118A,41913,4.8,4.7,4.6,4.6,4.4,4.7,AZ,Dealer
2021,Honda,Passport EX-L,Used,"$29,999",4.7,837,Red,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50MB029182,A2043,28382,4.9,4.7,4.8,4.6,4.8,4.8,AZ,Dealer
2020,Honda,Civic Si Base,Honda Certified,"$25,994",5,737,Lunar Silver Metallic,Black,Front-wheel Drive,31,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E56LH700702,87600,47964,4.8,4.8,4.8,4.8,4.9,4.9,AZ,Dealer
2016,Honda,CR-V EX,Used,"$15,999",4.6,13,Black,Black,Front-wheel Drive,33,Gasoline,CVT,I4 2.4L Natural Aspiration,3CZRM3H59GG704386,704386,142539,4.6,4.5,4.6,4.6,4.7,4.7,AZ,Dealer
2014,Honda,CR-V EX,Used,"$14,181",4.8,2619,Maroon,Gray,All-wheel Drive,26,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H52EL003470,Q2469,95038,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2008,Honda,CR-V LX,Used,"$8,499",3.3,906,Whistler Silver Metallic,–,Four-wheel Drive,23,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRE48338C022909,K0217,186036,4.4,4.4,4.3,4.6,4.4,4.8,CO,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,544",4.5,1972,Meteorite Gray Metallic,–,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH804314,PH804314,15,5,3,4,4,5,5,CO,Dealer
2023,Honda,Ridgeline Black Edition,New,"$45,997",4.8,563,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F88PB014887,H17170,3,5,4.8,4.8,4.2,5,5,WA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,419",4.8,5,Sonic Gray Pearl,Black,All-wheel Drive,21,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FPYK3F70PB000702,23002,3,5,4.8,4.8,4.2,5,5,OK,Dealer
2022,Honda,Pilot Sport,New,"$41,770",4.2,488,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB102953,NB102953,10,5,5,5,5,5,5,OK,Dealer
2022,Honda,Pilot Sport,Used,"$34,798",5,109,Platinum White Pearl,Black,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H38NB007445,L3919,22505,5,5,5,5,5,5,KS,Dealer
2015,Honda,Accord LX,Used,"$16,691",5,598,White Orchid Pearl,Ivory,Front-wheel Drive,31.5,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F39FA233220,FA233220,79698,4.7,4.6,4.7,4.7,4.7,4.8,TX,Dealer
2018,Honda,Odyssey Elite,Used,"$35,000",4.8,2503,Lunar Silver Metallic,Gray,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H92JB071014,HU071014,36027,4.8,4.7,4.6,4.3,4.7,4.6,TX,Dealer
2021,Honda,CR-V Hybrid Touring,Used,"$36,112",5,3935,White,Gray,All-wheel Drive,37.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,7FART6H94ME011793,230072A,27135,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
2022,Honda,Accord Hybrid EX-L,Used,"$33,975",4.9,948,Gray,Black,Front-wheel Drive,52.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F56NA016869,NA016869A,12602,4.9,5,5,4.9,4.9,5,TX,Dealer
2016,Honda,Accord LX,Used,"$16,950",5,35,Gray,Tan,Front-wheel Drive,32,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F36GA086873,11694,85720,4.8,4.7,4.7,4.7,4.8,4.8,NE,Dealer
2022,Honda,Pilot Sport,New,"$41,375",5,3857,Crystal Black Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB102746,M2329,5,5,5,5,5,5,5,NE,Dealer
2008,Honda,Accord EX,Used,"$8,991",4.5,55,White,Ivory,Front-wheel Drive,24,Gasoline,Automatic,Gas V6 3.5L/212,1HGCP36748A066864,5U290A,136737,4.4,4.3,4.3,4.3,4.5,4.3,NE,Dealer
2021,Honda,CR-V Touring,Used,"$30,695",5,1596,White,Black,Front-wheel Drive,31,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW1H91MH420535,52822,10281,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer
2016,Honda,Civic Touring,Used,"$16,588",4.5,26,Lunar Silver Metallic,Black,Front-wheel Drive,36.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F97GE035956,20445,113444,4.6,4.6,4.6,4.6,4.8,4.6,KS,Dealer
2020,Honda,Pilot Black Edition,Used,"$39,375",4.7,1362,Crystal Black,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H74LB007190,A6008531,46422,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2018,Honda,Civic Sport Touring,Used,"$20,995",4.8,0,Blue,Black,Front-wheel Drive,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H96JU207252,1327P,104860,4.7,4.7,4.8,4.8,4.9,4.8,MO,Dealer
2023,Honda,HR-V EX-L,New,"$29,195",5,2599,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H73PM728983,41992-02,5,4,5,4,5,5,5,TX,Dealer
2020,Honda,Pilot LX,Honda Certified,"$30,890",4.7,178,Modern Steel Metallic,–,Front-wheel Drive,23,Gasoline,6 speed automatic,V6 Cylinder Engine,5FNYF5H1XLB017566,P9949,48259,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2022,Honda,Civic Sport Touring,New,"$31,739",4.5,820,Sonic Gray Pearl,Black,Front-wheel Drive,33.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H83NE024342,D1F024342,5,4.6,4.9,4.4,4.6,4.6,4.7,IA,Dealer
2020,Honda,Accord Hybrid Touring,Used,"$26,895",4.5,230,Platinum White Pearl,–,Front-wheel Drive,52.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F95LA006916,LA006916,71988,4.7,4.8,4.5,4.6,4.7,4.8,TX,Dealer
2019,Honda,Accord LX,Honda Certified,"$23,498",4.9,840,Obsidian Blue Pearl,Gray,Front-wheel Drive,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F15KA034888,23117A,27316,4.7,4.7,4.7,4.7,4.8,4.8,MN,Dealer
2023,Honda,Passport EX-L,New,"$42,790",4.9,840,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57PB004008,4008,4,,,,,,,AR,Dealer
2019,Honda,Insight EX,Used,"$21,514",4.7,87,White,Black,Front-wheel Drive,52,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F5XKE012086,6A220068,63921,4.6,4.8,4.5,4.7,4.8,4.8,MN,Dealer
2022,Honda,Accord Sport SE,Used,"$29,998",3.8,596,Silver,Black,Front-wheel Drive,32,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1HGCV1F45NA082616,8BH318L,1695,5,5,5,5,5,5,MN,Dealer
2013,Honda,Insight,Used,"$12,490",5,2352,Mediterranean Blue Pearl,Gray,Front-wheel Drive,42.5,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,JHMZE2H72DS002654,P13159A,102127,4.4,4.5,4.3,4.6,4.4,4.6,MN,Dealer
2019,Honda,Pilot EX-L,Honda Certified,"$29,496",3.9,1075,Lunar Silver Metallic,Gray,All-wheel Drive,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H52KB092639,L253284,63773,4.8,4.7,4.7,4.6,4.7,4.8,MN,Dealer
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,500",4.5,966,Platinum White Pearl,Beige,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H94LB004372,432517A,51989,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2020,Honda,Pilot Touring 7-Passenger,Used,"$33,450",4,277,Blue,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63LB040236,Q0U040236,59772,4.6,4.5,4.2,4.1,4.5,4.1,IA,Dealer
2021,Honda,Accord Touring 2.0T,Used,"$31,203",4.6,330,CELESTITE,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F97MA012728,MA012728,35433,4.9,4.8,4.8,4.8,4.9,4.8,TN,Dealer
2021,Honda,Passport Touring,Honda Certified,"$37,547",4.8,6431,Platinum White Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H95MB037328,9620B,11230,4.9,4.7,4.8,4.6,4.8,4.8,TN,Dealer
2022,Honda,Pilot Special Edition,Used,"$36,975",5,23,Deep Scarlet Pearl,Beige,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H20NB001257,91642A,28078,5,5,5,5,5,5,LA,Dealer
2015,Honda,CR-V Touring,Used,"$17,999",4.4,2,White,Black,All-wheel Drive,29.5,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H9XFL121982,2537A,84625,4.4,4.4,4.3,4.3,4.6,4.5,WI,Dealer
2019,Honda,Pilot EX-L,Used,"$28,500",4.7,3,White,Gray,Front-wheel Drive,23,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H56KB020112,8593051,23606,4.8,4.7,4.7,4.6,4.7,4.8,LA,Dealer
2020,Honda,Civic EX,Used,"$23,495",4.6,907,Sonic Gray Pearl,Black,Front-wheel Drive,35.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H69LU202393,S6902A,21096,4.8,4.8,4.9,4.8,4.9,4.9,WI,Dealer
2019,Honda,Accord Hybrid Touring,Used,"$28,250",4.3,112,Platinum White Pearl,Black,Front-wheel Drive,48,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F99KA000907,3N257A,48004,4.5,4.5,3.9,3.9,4.6,4.4,IL,Dealer
2020,Honda,Odyssey Elite,Used,"$40,400",4.7,157,Deep Scarlet Pearl,Beige,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XLB048051,48051,47045,4.8,4.8,4.7,4.6,4.7,4.7,KY,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,658",4.3,2147,Blue,Black,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77NB036943,P25982,13179,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer
2022,Honda,Accord Hybrid Sport,Used,"$27,995",4.9,71,San Marino Red,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA004456,OL2097,22513,4.9,5,5,4.9,4.9,5,IL,Dealer
2021,Honda,Pilot EX-L,Honda Certified,"$34,945",4.9,525,Gray,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H5XMB088728,H56220A,35404,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
2019,Honda,HR-V EX,Used,"$25,995",4.6,52,Black,Gray,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H5XKM737506,22176C,43039,4.6,4.6,4.4,4.6,4.8,4.7,IL,Dealer
2021,Honda,Civic Type R Touring,Used,"$41,425",4.6,1874,Boost Blue Pearl,–,Front-wheel Drive,25,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G77MU202037,MU202037,27884,5,4.8,5,4.8,4.8,5,IL,Dealer
2017,Honda,Pilot EX-L,Used,"$25,590",4,9531,Silver,Black,Front-wheel Drive,23,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H85HB005393,2002171368,73500,4.8,4.7,4.7,4.6,4.7,4.7,,
2017,Honda,Pilot EX-L,Honda Certified,"$25,194",3.9,161,Obsidian Blue Pearl,Gray,All-wheel Drive,22,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H55HB055576,62330A,62001,4.8,4.7,4.7,4.6,4.7,4.7,WI,Dealer
2019,Honda,Pilot Touring 7-Passenger,Honda Certified,"$34,633",4.8,1053,White,Beige,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H68KB055510,7833Q,33557,4.8,4.7,4.7,4.6,4.7,4.8,IN,Dealer
2014,Honda,Civic LX,Used,"$17,897",4.9,198,Brown,–,Front-wheel Drive,34.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,2HGFB2F59EH526926,1546,52835,4.5,4.5,4.5,4.6,4.6,4.8,AL,Dealer
2020,Honda,Civic Si Base,Used,"$27,900",4.9,26,Red,Black,Front-wheel Drive,,6-Speed M/T,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,2HGFC1E53LH708207,"13,000 mi.",Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System,Apple,4.8,4.8,4.8,4.8,4.9,4.9,IN,Individual
2023,Honda,Ridgeline RTL-E,Honda Certified,"$44,994",5,1944,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F7XPB009097,H18591A,1569,5,4.8,4.8,4.2,5,5,TN,Dealer
2022,Honda,Civic Si Base,Used,"$30,724",5,2634,Platinum White,Black / Red,Front-wheel Drive,32,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E53NH471327,23H167A,16965,4.2,4,4.5,4.2,4.5,5,IN,Dealer
2021,Honda,Civic Sport,Used,"$25,986",5,2634,Modern Steel Metallic,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H47MU231763,22H1181B,21756,4.6,4.7,4.7,4.6,4.8,4.6,IN,Dealer
2018,Honda,Civic Type R Touring,Used,"$33,800",4.5,101,Crystal Black Pearl,Red / Black,Front-wheel Drive,25,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G70JU201050,STK01050T,83134,4.5,4.7,4.9,4.7,4.7,4.8,IN,Dealer
2019,Honda,Pilot Elite,Used,"$37,998",4.7,4,Gray,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H09KB050201,23566537,39930,4.8,4.7,4.7,4.6,4.7,4.8,TN,Dealer
2019,Honda,HR-V LX,Used,"$23,590",4,9536,Gray,Black,All-wheel Drive,29,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H39KM709873,2002091609,33738,4.6,4.6,4.4,4.6,4.8,4.7,,
2022,Honda,Accord Sport 1.5T,New,"$29,075",4.5,1732,Crystal Black Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32NA117569,496504,12,5,5,5,5,5,5,GA,Dealer
